Centris no,Type,Date Listed,Status,Address,Size,Active price,Taxes,Old prices,Zoning,Coordinates,Description
15287111,Land for sale,2023-06-20,Active,"Route des Failles, Percé, Neighbourhood Percé",19332 sqft,99000,YES,"0,00",Residential,48.5170799400--64.2245656500,"Stunning Panoramic view of Perce Rock, the mountain & the village. Backing onto the forest. One of the few breathtaking lots left in the center of Percé. City services for Sewer and Municipal water is available.  Currently, there are 6 lots to be divided by the current owner upon an accepted offer. Buyers to pay services & Government approvals"
18511981,Lot for sale,2023-06-20,Active,"34, Rue de Jade, Bromont",11610 sqft,330000,YES,"0,00",Residential,45.3093037600--72.6935720400,"Le Quartier Natura, une qualité de vie à s'offrir !  Espace en nature où il fait bon vivre. Magnifique terrain sur rue privée près de la rivière Yamaska, boisé à l'arrière et avec tous les services (aqueduc et égouts) incluant l'électricité enfouie. Infrastructures et asphalte payé par le promoteur. Sur le site:  parc, sentier de randonnée, piste cyclable..."
28851063,Lot for sale,2023-06-20,Active,"Chemin du Marigot, Notre-Dame-de-Pontmain",155413 sqft,90000,NO,"0,00",Residential,46.3282892800--75.5411223300,"Situated in a quiet cul-de-sac, this magnificent plot spans over 155,413 sq. ft. and sits right on the Rivière-au-Lièvre, offering over 150km of navigable water bodies. The lot can host a 1600 sq. ft. structure, with the buildable portion already cleared. Boasting substantial waterfront, the potential for a dock is present. Importantly, the municipality permits short-term rentals. A soil test is done and a connection request to Hydro-Québec is in process. Some of the land, hosting streams and wetlands, must be left untouched."
20008382,Lot for sale,2023-06-20,Active,"9, Île du Canard-Blanc, Lac-Simon",69997 sqft,40000,YES,"0,00",Residential,45.9413796500--75.0927463700,"Superbe terrain de 69997 pieds carrés sur l'île du Canard-Blanc au Lac-Simon, Qc. Plusieurs terrains de disponible et ce selon vos besoins! Accès notarié à une plage! Pour de plus amples informations, veuillez me contacter! Il me fera un plaisir de répondre à toute vous questions! Véritable aubaine!"
18803859,Lot for sale,2023-06-20,Active,"296e Avenue, Saint-Côme",37125 sqft,39900,NO,"0,00",Residential,46.3084723000--73.8150087200,"Très beau terrain situé sur la 296ième Avenue et borné par la Rue Émilie Venne qui attend que votre projet de maison/chalet. Ce terrain est en deux plateaux, celui du haut vous offre une belle vue d'ensemble et est situé dans une rue privé et à proximité du Mont Val St-Côme. Il vous offre une grande superficie de plus de 3449 mètres carrés. L'électricité est déjà raccordée sur la rue. L'acheteur devra faire ses propres vérifications auprès des autorités compétente. Communiquez avec moi pour plus d'informations."
27732753,Lot for sale,2023-06-20,Active,"1220K, Rue Crescent, Montréal (Ville-Marie), Neighbourhood Golden Square Mile",Residential,5000,YES,"0,00",Residential,45.4967127500--73.5749065400,"Interior large lockers available for purchase at 1220 Crescent, street corner of Sainte-Catherine. Prime location, located minutes away from metro stations: Lucien L'Allier, Peel & Guy Concordia. Lockers & parking CAN ONLY BE SOLD TO CO-OWNERS OF THE BUILDING."
18123121,Lot for sale,2023-06-20,Active,"Route 125, Sainte-Julienne",47794 sqft,67000,NO,"0,00","Recreational and tourism, Residential",45.9671380000--73.7564440000,"Changement de projet , prix pour vente rapide  Superbe grand  Terrain boisé des arbres matures , près de  2 a 3 minutes des services ( A&W Canada Harnois Services  Gas) prêt pour la construction, Hydro-Québec déjà installé plusieurs possibilités ,pour  Bi familiale de deux étages style Duplex  et Récréotouristique Bienvenue Constructeur et Investisseur bâtissez la maison de vos rêves ! ou vérifiez avec la ville pour d autres destinations que vous voulez lui donner.  , taxes très basses ! beaucoup de belles maisons dans le secteur ! Ne tardez pas c est votre chance d avoir un grand terrain pour une occupation double ! faites vite!"
11399276,Lot for sale,2023-06-20,Active,"Rue Guy-Linteau, Sainte-Catherine-de-la-Jacques-Cartier",7330 sqft,146000,NO,"0,00",Residential,46.8438215800--71.6039353800,"Terrain disponible pour auto-construction dans la Phase 2 de boisé Natura. Venez choisir votre terrain, jusqu'à 13 000 pieds carrés disponible, certains sans voisin arrière et d'autres dans un rond-point. Cartier familial et sécuritaire. Très bien situé près des C.P.E, école primaire et de la future école secondaire."
15367486,Lot for sale,2023-06-20,Active,"Chemin de Piopolis, Val-Racine",54991 sqft,54500,YES,"0,00",Residential,45.4842670000--71.0724450000,"Magnifique propriété située à Val-Racine. Bordé par la rivière Victoria, ce terrain saura vous charmez avec son 62 371 pieds carré. Possibilité de construction. Une visite s'impose!"
17396462,Lot for sale,2023-06-20,Active,"Chemin Daigneault Sud, La Minerve",80618 sqft,275000,NO,"0,00",Residential,46.2356970300--74.9861007800,"Unique opportunity to acquire a splendid piece of land with an area of 7,489.7 square meters and located on the edge of the magnificent navigable Lac Marie-Louise. You can practice your fishing and leisure activities (snowshoeing, cross-country skiing, etc.) Moreover, you are near the village of La Minerve and about 30 minutes from Mont-Tremblant.  In addition, the topography ensures you a prime location for your future property or chalet.  Note that a path leads to the property.  This is an opportunity to seize and not to miss!"
13467780,Lot for sale,2023-06-20,Active,"Rue Saint-Pie-X, Paspébiac",18708 sqft,15000,NO,"0,00",Residential,48.0694139900--65.2616293600,Consult
24135136,Lot for sale,2023-06-20,Active,"Chemin de Georgeville, Magog",136636 sqft,295000,YES,"0,00",Residential,45.2145476900--72.1752506400,"MAGOG-GEORGEVILLE AREA OF CHOICE. DOMAINE LE COUNTRY CLUB. Located on the heights of Lake Memphremagog 10 minutes from downtown Magog, services and regional recreational activities. A rarity. +3.13 acre LOT with a private lake, superb woodland + trail, on private dead-end in this upscale low density neighborhood.  Neighboring 6,85A lot for sale as well ULS 21893103."
17620670,Lot for sale,2023-06-20,Active,"Chemin du Lac-aux-Bois-Francs Est, Rivière-Rouge, Neighbourhood L'Annonciation",148263 sqft,62000,YES,"0,00",Residential,46.3585146400--74.8774462000,Terrain de 3.4 acres avec accès au lac Castor. La partie frontale étant zoné villégiature permettant la construction d'une résidence unifamiliale. La partie arrière est zoné rural et offre différentes possibilités. Centris#17620670
20331090,Lot for sale,2023-06-20,Active,"Rue Bellevue, Saint-Joachim",57873 sqft,75000,NO,"0,00",Residential,47.0930080000--70.8235370000,"Splendide emplacement terrain de plus de 58000pc. Sis sur une rue paisible qui se termine en cul-de-sac, avec vue partielle sur le fleuve et les montagnes! La rue Bellevue est une des seule rue dans toute la municipalité de St-Joachim qui permet les maisons à toits plats. située à 35 min du centre-ville de Québec."
19176657,Lot for sale,2023-06-20,Active,"458, Rue Wilson, Chibougamau",6001 sqft,59200,NO,"0,00",Residential,49.9161740000--74.3627730000,"Terrain à vendre. Près de tous les services, écoles, centre-ville. Possibilité de construire un immeuble à logements (moins de 5) ou une maison. Lynda Desgagné 418-770-9038"
22680783,Lot for sale,2023-06-20,Active,"Rue des Merisiers, Austin",159430 sqft,525000,NO,"0,00",Residential,45.2582137000--72.2869491500,"AUSTIN, LAC DES SITTELLES. Seul en montagne sur 3.66 acres! Coin de paradis à l'abri des regards dans une forêt mature. Bordé par un lac alimenté par des sources et adossé aux terres de la couronne. Droit d'accès aux plages du lac des Sittelles. Vue potentielle sur les montagnes. Terrain plat en légère pente. À 15 minutes de Magog et de l'autoroute 10."
11084106,Lot for sale,2023-06-20,Active,"Avenue des Légendes, Roxton Pond",88805 sqft,279000,NO,"0,00",Residential,45.4592740000--72.6434480000,"Magnifique terrain résidentiel avec plus de 2 acres boisés. Le terrain dispose d'un joli chemin menant au terrain qui est situé loin de la route. Le terrain est situé près du Lac Roxton avec sa plage, activités, pêche sur la glace et plus encore!! Situé dans un quartier résidentiel paisible avec beaucoup d'arbres, vous serez vous construire votre maison de rêve. Emplacement de choix pour se construire en auto construction. Photo avec délimitation approximative Contactez-moi pour une visite sans tarder"
21634956,Lot for sale,2023-06-20,Active,"Chemin du Canal, Saint-Stanislas-de-Kostka",545889 sqft,2499999,NO,"0,00",Residential,45.2242550000--74.1576050000,"Immense terrain pour développement résidentiel. Suite à une rencontre avec la ville, cette dernière démontre une volonté pour un développement résidentiel via les infrastructures aqueduc et égout."
18322441,Lot for sale,2023-06-20,Active,"Chemin du Lac-du-Castor, Notre-Dame-de-Montauban",481492 sqft,80000,YES,"0,00","Residential, Resort",46.8721850600--72.2615975800,"ICI le temps s'arrête... Offrez vous un havre de paix en montagne au Domaine du Lac à Matte! Terrains à vendre avec accès privé au Lac! Des terrains dignes d'une terre à bois de 141 000 à 481 000 pc à partir de 60 000$! Vous pourrez construire le chalet de vos rêves dans un environnement à couper le souffle! Le terrain no 14 fait plus de 481 000 pc, en pente, près du lac, idéal pour la chasse avec zone humide et arbres matures. À 1h15 de Québec et 2 h de Montréal."
19358368,Lot for sale,2023-06-20,Active,"Chemin Champagne, Sainte-Lucie-des-Laurentides",73801 sqft,27752,YES,"0,00",Residential,46.1612000000--74.1983910000,Terrain sur un prolongement du ch. Champagne. Terrain boisé offrant un plateau pour la construction. Il faut prévoir des coûts supplémentaires lors de la finition du chemin qui sera exécuté par le propriétaire du chemin privé. Le terrain offre une vue sur le Lac St-Michel. Il faudra prévoir des frais d'hiver pour la neige.
13403494,Lot for sale,2023-06-20,Active,"Rue Racine, Bedford - Canton",39136 sqft,104900,NO,"0,00",Residential,45.1108068700--72.9669746200,Consult
26429566,Lot for sale,2023-06-20,Active,"Chemin Killarney, Mont-Tremblant, Neighbourhood Village Mont-Tremblant",129629 sqft,569000,YES,"0,00",Residential,46.1849122800--74.6443932300,Lac Desmarais. Excellent view & lot on one of the nicest streets in the development. Short distance to the new hiking trail and clubhouse with brand new tennis courts. Good value.
15674614,Lot for sale,2023-06-20,Active,"Rue Thibault Sud, Abercorn",509060 sqft,449900,YES,"0,00",Residential,45.0262528300--72.6612567900,"Located in the picturesque village of Abercorn, this magnificent subdivisible land offers an exceptional opportunity for investors or entrepreneurs looking for untapped potential. With the municipal aqueduct serving the land, you are guaranteed a constant and reliable water supply."
15855175,Land for sale,2023-06-20,Active,"Chemin de la Montagne-Cachée, Eastman",58035 sqft,189900,YES,"0,00",Residential,45.3390353700--72.2712405100,"UNIQUE OPORTUNITY! Your chance to build the home of your dreams in a private and exclusive domain, sought after for the charm of its environment. Magnificent wooded lot and view of the mountains at various times of the year. A prestigious and harmonious area. Peaceful environment adorned with walking paths on a dead-end road. Close to services and outdoor activities. An oasis to discover!"
15480286,Lot for sale,2023-06-20,Active,"Rue de l'Abri, Lac-Sainte-Marie",11269 sqft,174000,YES,"0,00","Other, Residential, Resort",45.9458716600--75.8752899900,"Lot directly at the bottom of Mont Ste-Marie with the possibility of building up to 6 UNITS. 100% ready to build with municipal aqueduct and municipal sewer. Incredible investment opportunity. Short-term rental allowed in the area, several residential and touristic development projects to come. You can therefore build a cottage, a single-family home, a duplex, a triplex, 4, 5 or 6 unit! Extremely profitable after construction or with time. Contact us for more information on sales and rental prices in the area and for more informations on lots and properties still available. Xavier Charron : 819-962-7764 and Sophie Delage : 819-213-6844."
19222333,Lot for sale,2023-06-20,Active,"Chemin de la Vallée, Sutton",36648 sqft,129500,NO,"0,00",Residential,45.1155946900--72.6133186800,"VIEW !  This 36,650 square foot lot is ready to build your cottage or full time residence. This property offers mountain views, 5 minute walk to the park, 10 minute walk to the village, bike path right in front and a 5 minute car ride to Mont Sutton."
11949753,Lot for sale,2023-06-20,Active,"Route 125, Rawdon",82093 sqft,99000,NO,"0,00",Residential,46.0109567600--73.7610698000,"Grand terrain situé à Rawdon, entièrement boisé, c'est l'emplacement idéal pour une résidence familiale. La municipalité de Rawdon constitue la principale porte d'entrée de la MRC de Matawinie dans Lanaudière. D'ailleurs, celle-ci est connue pour ses multiples activités... Ses lacs et montagnes en font une destination touristique très populaire. On y retrouve entre autre, les chutes Dorwin et Manchester !"
18230754,Lot for sale,2023-06-20,Active,"Chemin du Pré-à-l'Ours, Saint-Côme",37588 sqft,99500,NO,"0,00",Residential,46.2743340400--73.8598321800,"Superbe terrain parfaitement situé pour y construire votre future résidence principale ou secondaire! Terrain boisé dans un secteur qui saura plaire aux amateurs de plein air & de loisirs extérieurs. Saint-Côme un endroit de prédilection pour profiter de ce que la nature à de meilleure à offrir!! Avec ses nombreux sentiers pédestres, ses sentiers de motoneiges, ses lacs et rivières ainsi que sa célèbre station de ski, Saint-Côme vous charmera tout au long de l'année."
11116404,Lot for sale,2023-06-20,Active,"Chemin des Daniel, Shawinigan, Neighbourhood Lac-à-la-Tortue",29999 sqft,59000,NO,"0,00",Residential,46.6213224500--72.6404925600,Vous êtes à la recherche d'un grand terrain pour vous construire?  Le voici 100' x 300' pour une superficie de 30000p².  Faites vite!!
